GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
0500000US06075,06075,"San Francisco County, California",0.5225,0.0104
0500000US06077,06077,"San Joaquin County, California",0.4564,0.0125
0500000US06079,06079,"San Luis Obispo County, California",0.4437,0.0172
0500000US06081,06081,"San Mateo County, California",0.4849,0.0128
0500000US06083,06083,"Santa Barbara County, California",0.4698,0.0151
0500000US06085,06085,"Santa Clara County, California",0.4663,0.0085
0500000US06087,06087,"Santa Cruz County, California",0.4615,0.0183
0500000US06089,06089,"Shasta County, California",0.4358,0.0150
0500000US06095,06095,"Solano County, California",0.4312,0.0130
0500000US06097,06097,"Sonoma County, California",0.4552,0.0147
0500000US06099,06099,"Stanislaus County, California",0.4455,0.0120
0500000US06101,06101,"Sutter County, California",0.4756,0.0466
0500000US06107,06107,"Tulare County, California",0.4594,0.0158
0500000US06111,06111,"Ventura County, California",0.4431,0.0116
0500000US06113,06113,"Yolo County, California",0.4796,0.0211
0500000US06115,06115,"Yuba County, California",0.4136,0.0278
0500000US08001,08001,"Adams County, Colorado",0.3930,0.0149
0500000US08005,08005,"Arapahoe County, Colorado",0.4622,0.0118
0500000US08013,08013,"Boulder County, Colorado",0.4763,0.0165
0500000US08031,08031,"Denver County, Colorado",0.5048,0.0136
0500000US08035,08035,"Douglas County, Colorado",0.4065,0.0159
0500000US08041,08041,"El Paso County, Colorado",0.4376,0.0150
0500000US08059,08059,"Jefferson County, Colorado",0.4332,0.0093
0500000US08069,08069,"Larimer County, Colorado",0.4565,0.0196
0500000US08077,08077,"Mesa County, Colorado",0.4455,0.0228
0500000US08101,08101,"Pueblo County, Colorado",0.4291,0.0173
0500000US08123,08123,"Weld County, Colorado",0.4329,0.0194
0500000US09001,09001,"Fairfield County, Connecticut",0.5459,0.0112
0500000US09003,09003,"Hartford County, Connecticut",0.4702,0.0090
0500000US09005,09005,"Litchfield County, Connecticut",0.4214,0.0188
0500000US09007,09007,"Middlesex County, Connecticut",0.4292,0.0242
0500000US09009,09009,"New Haven County, Connecticut",0.4637,0.0093
0500000US09011,09011,"New London County, Connecticut",0.4332,0.0150
0500000US09013,09013,"Tolland County, Connecticut",0.3985,0.0171
0500000US09015,09015,"Windham County, Connecticut",0.4111,0.0247
0500000US10001,10001,"Kent County, Delaware",0.3924,0.0157
0500000US10003,10003,"New Castle County, Delaware",0.4427,0.0118
0500000US10005,10005,"Sussex County, Delaware",0.4310,0.0160
0500000US11001,11001,"District of Columbia, District of Columbia",0.5343,0.0126
0500000US12001,12001,"Alachua County, Florida",0.5278,0.0231
0500000US12005,12005,"Bay County, Florida",0.4229,0.0156
0500000US12009,12009,"Brevard County, Florida",0.4553,0.0126
0500000US12011,12011,"Broward County, Florida",0.4683,0.0077
0500000US12015,12015,"Charlotte County, Florida",0.4126,0.0238
0500000US12017,12017,"Citrus County, Florida",0.4398,0.0279
0500000US12019,12019,"Clay County, Florida",0.4112,0.0218
0500000US12021,12021,"Collier County, Florida",0.5343,0.0196
0500000US12023,12023,"Columbia County, Florida",0.4373,0.0340
0500000US12031,12031,"Duval County, Florida",0.4765,0.0124
0500000US12033,12033,"Escambia County, Florida",0.4383,0.0214
0500000US12035,12035,"Flagler County, Florida",0.4505,0.0342
0500000US12053,12053,"Hernando County, Florida",0.4258,0.0215
0500000US12055,12055,"Highlands County, Florida",0.4377,0.0236
0500000US12057,12057,"Hillsborough County, Florida",0.4882,0.0083
0500000US12061,12061,"Indian River County, Florida",0.5610,0.0418
0500000US12069,12069,"Lake County, Florida",0.4479,0.0191
0500000US12071,12071,"Lee County, Florida",0.4698,0.0127
0500000US12073,12073,"Leon County, Florida",0.4787,0.0161
0500000US12081,12081,"Manatee County, Florida",0.4776,0.0193
0500000US12083,12083,"Marion County, Florida",0.4469,0.0199
0500000US12085,12085,"Martin County, Florida",0.5309,0.0278
0500000US12086,12086,"Miami-Dade County, Florida",0.5201,0.0081
0500000US12087,12087,"Monroe County, Florida",0.5303,0.0346
0500000US12089,12089,"Nassau County, Florida",0.4840,0.0685
0500000US12091,12091,"Okaloosa County, Florida",0.4229,0.0153
0500000US12095,12095,"Orange County, Florida",0.4731,0.0097
0500000US12097,12097,"Osceola County, Florida",0.4154,0.0189
0500000US12099,12099,"Palm Beach County, Florida",0.5100,0.0092
0500000US12101,12101,"Pasco County, Florida",0.4426,0.0155
0500000US12103,12103,"Pinellas County, Florida",0.4765,0.0093
0500000US12105,12105,"Polk County, Florida",0.4329,0.0118
0500000US12107,12107,"Putnam County, Florida",0.4537,0.0334
0500000US12109,12109,"St. Johns County, Florida",0.4984,0.0244
0500000US12111,12111,"St. Lucie County, Florida",0.4572,0.0243
0500000US12113,12113,"Santa Rosa County, Florida",0.4217,0.0323
0500000US12115,12115,"Sarasota County, Florida",0.4907,0.0210
0500000US12117,12117,"Seminole County, Florida",0.4528,0.0192
0500000US12119,12119,"Sumter County, Florida",0.4399,0.0523
0500000US12127,12127,"Volusia County, Florida",0.4685,0.0163
0500000US13013,13013,"Barrow County, Georgia",0.4121,0.0507
0500000US13015,13015,"Bartow County, Georgia",0.4229,0.0357
0500000US13021,13021,"Bibb County, Georgia",0.5065,0.0271
0500000US13031,13031,"Bulloch County, Georgia",0.4770,0.0340
0500000US13045,13045,"Carroll County, Georgia",0.4421,0.0305
0500000US13047,13047,"Catoosa County, Georgia",0.3904,0.0262
0500000US13051,13051,"Chatham County, Georgia",0.4867,0.0163
0500000US13057,13057,"Cherokee County, Georgia",0.3903,0.0180
0500000US13059,13059,"Clarke County, Georgia",0.5481,0.0280
0500000US13063,13063,"Clayton County, Georgia",0.4364,0.0175
0500000US13067,13067,"Cobb County, Georgia",0.4470,0.0117
0500000US13073,13073,"Columbia County, Georgia",0.4253,0.0312
0500000US13077,13077,"Coweta County, Georgia",0.4097,0.0291
0500000US13089,13089,"DeKalb County, Georgia",0.4980,0.0124
0500000US13095,13095,"Dougherty County, Georgia",0.5537,0.0436
0500000US13097,13097,"Douglas County, Georgia",0.3964,0.0230
0500000US13113,13113,"Fayette County, Georgia",0.4350,0.0305
0500000US13115,13115,"Floyd County, Georgia",0.4556,0.0229
0500000US13117,13117,"Forsyth County, Georgia",0.4024,0.0179
0500000US13121,13121,"Fulton County, Georgia",0.5397,0.0107
0500000US13127,13127,"Glynn County, Georgia",0.4992,0.0425
0500000US13135,13135,"Gwinnett County, Georgia",0.4363,0.0114
0500000US13139,13139,"Hall County, Georgia",0.4377,0.0198
0500000US13151,13151,"Henry County, Georgia",0.3953,0.0202
0500000US13153,13153,"Houston County, Georgia",0.4216,0.0263
0500000US13179,13179,"Liberty County, Georgia",0.4142,0.0364
0500000US13185,13185,"Lowndes County, Georgia",0.4804,0.0220
0500000US13215,13215,"Muscogee County, Georgia",0.4855,0.0290
0500000US13217,13217,"Newton County, Georgia",0.4139,0.0322
0500000US13223,13223,"Paulding County, Georgia",0.4031,0.0255
0500000US13245,13245,"Richmond County, Georgia",0.4779,0.0249
0500000US13247,13247,"Rockdale County, Georgia",0.4364,0.0284
0500000US13285,13285,"Troup County, Georgia",0.4981,0.0373
0500000US13295,13295,"Walker County, Georgia",0.4736,0.0295
0500000US13297,13297,"Walton County, Georgia",0.4229,0.0231
0500000US13313,13313,"Whitfield County, Georgia",0.4795,0.0481
0500000US15001,15001,"Hawaii County, Hawaii",0.4660,0.0230
0500000US15003,15003,"Honolulu County, Hawaii",0.4142,0.0080
0500000US15007,15007,"Kauai County, Hawaii",0.3944,0.0289
0500000US15009,15009,"Maui County, Hawaii",0.4348,0.0271
0500000US16001,16001,"Ada County, Idaho",0.4385,0.0163
0500000US16005,16005,"Bannock County, Idaho",0.4336,0.0285
0500000US16019,16019,"Bonneville County, Idaho",0.4344,0.0294
0500000US16027,16027,"Canyon County, Idaho",0.3956,0.0181
0500000US16055,16055,"Kootenai County, Idaho",0.4031,0.0226
0500000US16083,16083,"Twin Falls County, Idaho",0.4402,0.0497
0500000US17001,17001,"Adams County, Illinois",0.3965,0.0233
0500000US17019,17019,"Champaign County, Illinois",0.4734,0.0186
0500000US17031,17031,"Cook County, Illinois",0.4998,0.0057
0500000US17037,17037,"DeKalb County, Illinois",0.4389,0.0235
0500000US17043,17043,"DuPage County, Illinois",0.4415,0.0091
0500000US17089,17089,"Kane County, Illinois",0.4386,0.0162
0500000US17091,17091,"Kankakee County, Illinois",0.4265,0.0247
0500000US17093,17093,"Kendall County, Illinois",0.3606,0.0299
0500000US17097,17097,"Lake County, Illinois",0.4832,0.0123
0500000US17099,17099,"LaSalle County, Illinois",0.4226,0.0193
0500000US17111,17111,"McHenry County, Illinois",0.3925,0.0139
0500000US17113,17113,"McLean County, Illinois",0.4405,0.0185
0500000US17115,17115,"Macon County, Illinois",0.4626,0.0204
0500000US17119,17119,"Madison County, Illinois",0.4331,0.0169
0500000US17143,17143,"Peoria County, Illinois",0.4748,0.0204
0500000US17161,17161,"Rock Island County, Illinois",0.4335,0.0210
0500000US17163,17163,"St. Clair County, Illinois",0.4500,0.0149
0500000US17167,17167,"Sangamon County, Illinois",0.4331,0.0138
0500000US17179,17179,"Tazewell County, Illinois",0.4039,0.0226
0500000US17183,17183,"Vermilion County, Illinois",0.4291,0.0200
0500000US17197,17197,"Will County, Illinois",0.3995,0.0100
0500000US17199,17199,"Williamson County, Illinois",0.4547,0.0349
0500000US17201,17201,"Winnebago County, Illinois",0.4435,0.0161
0500000US18003,18003,"Allen County, Indiana",0.4376,0.0160
0500000US18005,18005,"Bartholomew County, Indiana",0.4209,0.0263
0500000US18019,18019,"Clark County, Indiana",0.4114,0.0245
0500000US18035,18035,"Delaware County, Indiana",0.4474,0.0248
0500000US18039,18039,"Elkhart County, Indiana",0.4241,0.0219
0500000US18043,18043,"Floyd County, Indiana",0.4688,0.0461
0500000US18053,18053,"Grant County, Indiana",0.4349,0.0305
0500000US18057,18057,"Hamilton County, Indiana",0.4120,0.0180
0500000US18059,18059,"Hancock County, Indiana",0.3878,0.0290
0500000US18063,18063,"Hendricks County, Indiana",0.3659,0.0180
0500000US18067,18067,"Howard County, Indiana",0.4515,0.0270
0500000US18081,18081,"Johnson County, Indiana",0.3993,0.0200
0500000US18085,18085,"Kosciusko County, Indiana",0.4278,0.0419
0500000US18089,18089,"Lake County, Indiana",0.4438,0.0126
0500000US18091,18091,"LaPorte County, Indiana",0.4218,0.0170
0500000US18095,18095,"Madison County, Indiana",0.4023,0.0223
0500000US18097,18097,"Marion County, Indiana",0.4716,0.0086
0500000US18105,18105,"Monroe County, Indiana",0.5028,0.0293
0500000US18109,18109,"Morgan County, Indiana",0.4059,0.0425
0500000US18127,18127,"Porter County, Indiana",0.3858,0.0173
0500000US18141,18141,"St. Joseph County, Indiana",0.4479,0.0172
0500000US18157,18157,"Tippecanoe County, Indiana",0.4656,0.0265
0500000US18163,18163,"Vanderburgh County, Indiana",0.4537,0.0215
0500000US18167,18167,"Vigo County, Indiana",0.4753,0.0302
0500000US18177,18177,"Wayne County, Indiana",0.4754,0.0340
0500000US19013,19013,"Black Hawk County, Iowa",0.4052,0.0224
0500000US19049,19049,"Dallas County, Iowa",0.4428,0.0252
0500000US19061,19061,"Dubuque County, Iowa",0.4348,0.0265
0500000US19103,19103,"Johnson County, Iowa",0.4661,0.0206
0500000US19113,19113,"Linn County, Iowa",0.4328,0.0169
0500000US19153,19153,"Polk County, Iowa",0.4339,0.0124
0500000US19155,19155,"Pottawattamie County, Iowa",0.4366,0.0337
0500000US19163,19163,"Scott County, Iowa",0.4515,0.0138
0500000US19169,19169,"Story County, Iowa",0.4559,0.0280
0500000US19193,19193,"Woodbury County, Iowa",0.4260,0.0237
0500000US20015,20015,"Butler County, Kansas",0.4052,0.0229
0500000US20045,20045,"Douglas County, Kansas",0.4707,0.0294
0500000US20091,20091,"Johnson County, Kansas",0.4422,0.0123
0500000US20103,20103,"Leavenworth County, Kansas",0.3963,0.0246
0500000US20161,20161,"Riley County, Kansas",0.4489,0.0385
0500000US20173,20173,"Sedgwick County, Kansas",0.4507,0.0121
0500000US20177,20177,"Shawnee County, Kansas",0.4313,0.0168
0500000US20209,20209,"Wyandotte County, Kansas",0.4282,0.0148
0500000US21015,21015,"Boone County, Kentucky",0.3885,0.0219
0500000US21029,21029,"Bullitt County, Kentucky",0.3775,0.0237
0500000US21037,21037,"Campbell County, Kentucky",0.4416,0.0231
0500000US21047,21047,"Christian County, Kentucky",0.4094,0.0257
0500000US21059,21059,"Daviess County, Kentucky",0.4310,0.0229
0500000US21067,21067,"Fayette County, Kentucky",0.4870,0.0147
0500000US21093,21093,"Hardin County, Kentucky",0.4088,0.0247
0500000US21111,21111,"Jefferson County, Kentucky",0.4768,0.0104
0500000US21117,21117,"Kenton County, Kentucky",0.4368,0.0156
0500000US21145,21145,"McCracken County, Kentucky",0.4667,0.0493
0500000US21151,21151,"Madison County, Kentucky",0.4398,0.0204
0500000US21195,21195,"Pike County, Kentucky",0.4801,0.0333
0500000US21227,21227,"Warren County, Kentucky",0.4343,0.0231
0500000US22005,22005,"Ascension Parish, Louisiana",0.4066,0.0269
0500000US22015,22015,"Bossier Parish, Louisiana",0.4406,0.0443
0500000US22017,22017,"Caddo Parish, Louisiana",0.4897,0.0190
0500000US22019,22019,"Calcasieu Parish, Louisiana",0.4631,0.0181
0500000US22033,22033,"East Baton Rouge Parish, Louisiana",0.4918,0.0153
0500000US22045,22045,"Iberia Parish, Louisiana",0.4982,0.0356
0500000US22051,22051,"Jefferson Parish, Louisiana",0.4618,0.0125
0500000US22055,22055,"Lafayette Parish, Louisiana",0.5057,0.0279
0500000US22057,22057,"Lafourche Parish, Louisiana",0.4168,0.0238
0500000US22063,22063,"Livingston Parish, Louisiana",0.4311,0.0347
0500000US22071,22071,"Orleans Parish, Louisiana",0.5744,0.0156
0500000US22073,22073,"Ouachita Parish, Louisiana",0.4879,0.0226
0500000US22079,22079,"Rapides Parish, Louisiana",0.4542,0.0238
0500000US22097,22097,"St. Landry Parish, Louisiana",0.4791,0.0218
0500000US22103,22103,"St. Tammany Parish, Louisiana",0.4612,0.0198
0500000US22105,22105,"Tangipahoa Parish, Louisiana",0.4906,0.0332
0500000US22109,22109,"Terrebonne Parish, Louisiana",0.4717,0.0313
0500000US23001,23001,"Androscoggin County, Maine",0.4650,0.0460
0500000US23003,23003,"Aroostook County, Maine",0.4228,0.0262
0500000US23005,23005,"Cumberland County, Maine",0.4586,0.0146
0500000US23011,23011,"Kennebec County, Maine",0.4469,0.0203
0500000US23019,23019,"Penobscot County, Maine",0.4338,0.0172
0500000US23031,23031,"York County, Maine",0.4307,0.0168
0500000US24001,24001,"Allegany County, Maryland",0.4823,0.0382
0500000US24003,24003,"Anne Arundel County, Maryland",0.4119,0.0138
0500000US24005,24005,"Baltimore County, Maryland",0.4396,0.0088
0500000US24009,24009,"Calvert County, Maryland",0.4090,0.0417
0500000US24013,24013,"Carroll County, Maryland",0.3858,0.0165
0500000US24015,24015,"Cecil County, Maryland",0.4136,0.0239
0500000US24017,24017,"Charles County, Maryland",0.3937,0.0222
0500000US24021,24021,"Frederick County, Maryland",0.3827,0.0132
0500000US24025,24025,"Harford County, Maryland",0.3929,0.0135
0500000US24027,24027,"Howard County, Maryland",0.3909,0.0134
0500000US24031,24031,"Montgomery County, Maryland",0.4504,0.0082
0500000US24033,24033,"Prince George's County, Maryland",0.3951,0.0069
0500000US24037,24037,"St. Mary's County, Maryland",0.3779,0.0452
0500000US24043,24043,"Washington County, Maryland",0.4146,0.0144
0500000US24045,24045,"Wicomico County, Maryland",0.4255,0.0256
0500000US24510,24510,"Baltimore city, Maryland",0.5008,0.0084
0500000US25001,25001,"Barnstable County, Massachusetts",0.4628,0.0184
0500000US25003,25003,"Berkshire County, Massachusetts",0.4646,0.0200
0500000US25005,25005,"Bristol County, Massachusetts",0.4525,0.0097
0500000US25009,25009,"Essex County, Massachusetts",0.4820,0.0118
0500000US25011,25011,"Franklin County, Massachusetts",0.4116,0.0211
0500000US25013,25013,"Hampden County, Massachusetts",0.4720,0.0135
0500000US25015,25015,"Hampshire County, Massachusetts",0.4422,0.0201
0500000US25017,25017,"Middlesex County, Massachusetts",0.4737,0.0074
0500000US25021,25021,"Norfolk County, Massachusetts",0.4797,0.0121
0500000US25023,25023,"Plymouth County, Massachusetts",0.4342,0.0137
0500000US25025,25025,"Suffolk County, Massachusetts",0.5330,0.0117
0500000US25027,25027,"Worcester County, Massachusetts",0.4419,0.0074
0500000US26005,26005,"Allegan County, Michigan",0.4393,0.0443
0500000US26017,26017,"Bay County, Michigan",0.4135,0.0234
0500000US26021,26021,"Berrien County, Michigan",0.4541,0.0182
0500000US26025,26025,"Calhoun County, Michigan",0.4362,0.0217
0500000US26037,26037,"Clinton County, Michigan",0.4503,0.0476
0500000US26045,26045,"Eaton County, Michigan",0.3860,0.0243
0500000US26049,26049,"Genesee County, Michigan",0.4488,0.0137
0500000US26055,26055,"Grand Traverse County, Michigan",0.4463,0.0355
0500000US26065,26065,"Ingham County, Michigan",0.4895,0.0140
0500000US26073,26073,"Isabella County, Michigan",0.5338,0.0434
0500000US26075,26075,"Jackson County, Michigan",0.4371,0.0195
0500000US26077,26077,"Kalamazoo County, Michigan",0.4777,0.0162
0500000US26081,26081,"Kent County, Michigan",0.4572,0.0131
0500000US26087,26087,"Lapeer County, Michigan",0.3809,0.0233
0500000US26091,26091,"Lenawee County, Michigan",0.3975,0.0146
0500000US26093,26093,"Livingston County, Michigan",0.3835,0.0133
0500000US26099,26099,"Macomb County, Michigan",0.4230,0.0086
0500000US26103,26103,"Marquette County, Michigan",0.4392,0.0211
0500000US26111,26111,"Midland County, Michigan",0.4529,0.0253
0500000US26115,26115,"Monroe County, Michigan",0.4107,0.0198
0500000US26121,26121,"Muskegon County, Michigan",0.4385,0.0190
0500000US26125,26125,"Oakland County, Michigan",0.4730,0.0069
0500000US26139,26139,"Ottawa County, Michigan",0.4065,0.0213
0500000US26145,26145,"Saginaw County, Michigan",0.4356,0.0132
0500000US26147,26147,"St. Clair County, Michigan",0.4428,0.0179
0500000US26155,26155,"Shiawassee County, Michigan",0.4370,0.0274
0500000US26159,26159,"Van Buren County, Michigan",0.4217,0.0161
0500000US26161,26161,"Washtenaw County, Michigan",0.4780,0.0134
0500000US26163,26163,"Wayne County, Michigan",0.4896,0.0073
0500000US27003,27003,"Anoka County, Minnesota",0.3862,0.0108
0500000US27013,27013,"Blue Earth County, Minnesota",0.4586,0.0407
0500000US27019,27019,"Carver County, Minnesota",0.4156,0.0226
0500000US27037,27037,"Dakota County, Minnesota",0.4070,0.0132
0500000US27053,27053,"Hennepin County, Minnesota",0.4851,0.0081
0500000US27109,27109,"Olmsted County, Minnesota",0.4216,0.0141
0500000US27123,27123,"Ramsey County, Minnesota",0.4442,0.0108
0500000US27137,27137,"St. Louis County, Minnesota",0.4386,0.0144
0500000US27139,27139,"Scott County, Minnesota",0.3866,0.0216
0500000US27141,27141,"Sherburne County, Minnesota",0.3445,0.0217
0500000US27145,27145,"Stearns County, Minnesota",0.4260,0.0130
0500000US27163,27163,"Washington County, Minnesota",0.4177,0.0151
0500000US27171,27171,"Wright County, Minnesota",0.3873,0.0347
0500000US28033,28033,"DeSoto County, Mississippi",0.3899,0.0202
0500000US28035,28035,"Forrest County, Mississippi",0.4887,0.0340
0500000US28047,28047,"Harrison County, Mississippi",0.4482,0.0229
0500000US28049,28049,"Hinds County, Mississippi",0.5298,0.0297
0500000US28059,28059,"Jackson County, Mississippi",0.4996,0.0350
0500000US28067,28067,"Jones County, Mississippi",0.4960,0.0484
0500000US28075,28075,"Lauderdale County, Mississippi",0.4713,0.0324
0500000US28081,28081,"Lee County, Mississippi",0.4617,0.0449
0500000US28089,28089,"Madison County, Mississippi",0.5144,0.0310
0500000US28121,28121,"Rankin County, Mississippi",0.4037,0.0197
0500000US29019,29019,"Boone County, Missouri",0.5159,0.0360
0500000US29021,29021,"Buchanan County, Missouri",0.4413,0.0224
0500000US29031,29031,"Cape Girardeau County, Missouri",0.4612,0.0531
0500000US29037,29037,"Cass County, Missouri",0.3893,0.0211
0500000US29043,29043,"Christian County, Missouri",0.3945,0.0300
0500000US29047,29047,"Clay County, Missouri",0.4058,0.0232
0500000US29051,29051,"Cole County, Missouri",0.4233,0.0260
0500000US29071,29071,"Franklin County, Missouri",0.4749,0.0445
0500000US29077,29077,"Greene County, Missouri",0.4455,0.0200
0500000US29095,29095,"Jackson County, Missouri",0.4724,0.0109
0500000US29097,29097,"Jasper County, Missouri",0.4635,0.0480
0500000US29099,29099,"Jefferson County, Missouri",0.3917,0.0169
0500000US29165,29165,"Platte County, Missouri",0.4365,0.0229
0500000US29183,29183,"St. Charles County, Missouri",0.3804,0.0100
0500000US29187,29187,"St. Francois County, Missouri",0.4377,0.0333
0500000US29189,29189,"St. Louis County, Missouri",0.4801,0.0103
0500000US29510,29510,"St. Louis city, Missouri",0.5201,0.0158
0500000US30013,30013,"Cascade County, Montana",0.4367,0.0261
0500000US30029,30029,"Flathead County, Montana",0.4715,0.0634
0500000US30031,30031,"Gallatin County, Montana",0.4990,0.0498
0500000US30063,30063,"Missoula County, Montana",0.4428,0.0194
0500000US30111,30111,"Yellowstone County, Montana",0.4305,0.0262
0500000US31055,31055,"Douglas County, Nebraska",0.4587,0.0100
0500000US31109,31109,"Lancaster County, Nebraska",0.4488,0.0130
0500000US31153,31153,"Sarpy County, Nebraska",0.3818,0.0146
0500000US32003,32003,"Clark County, Nevada",0.4531,0.0100
0500000US32031,32031,"Washoe County, Nevada",0.4741,0.0142
0500000US33005,33005,"Cheshire County, New Hampshire",0.4372,0.0435
0500000US33009,33009,"Grafton County, New Hampshire",0.4568,0.0237
0500000US33011,33011,"Hillsborough County, New Hampshire",0.4226,0.0125
0500000US33013,33013,"Merrimack County, New Hampshire",0.4229,0.0180
0500000US33015,33015,"Rockingham County, New Hampshire",0.4053,0.0142
0500000US33017,33017,"Strafford County, New Hampshire",0.4322,0.0229
0500000US34001,34001,"Atlantic County, New Jersey",0.4391,0.0143
0500000US34003,34003,"Bergen County, New Jersey",0.4828,0.0114
0500000US34005,34005,"Burlington County, New Jersey",0.4357,0.0123
0500000US34007,34007,"Camden County, New Jersey",0.4678,0.0121
0500000US34009,34009,"Cape May County, New Jersey",0.4330,0.0193
0500000US34011,34011,"Cumberland County, New Jersey",0.4598,0.0240
0500000US34013,34013,"Essex County, New Jersey",0.5387,0.0088
0500000US34015,34015,"Gloucester County, New Jersey",0.4014,0.0131
0500000US34017,34017,"Hudson County, New Jersey",0.4881,0.0091
0500000US34019,34019,"Hunterdon County, New Jersey",0.4506,0.0284
0500000US34021,34021,"Mercer County, New Jersey",0.4959,0.0182
0500000US34023,34023,"Middlesex County, New Jersey",0.4271,0.0082
0500000US34025,34025,"Monmouth County, New Jersey",0.4574,0.0107
0500000US34027,34027,"Morris County, New Jersey",0.4508,0.0136
0500000US34029,34029,"Ocean County, New Jersey",0.4322,0.0084
0500000US34031,34031,"Passaic County, New Jersey",0.4706,0.0146
0500000US34033,34033,"Salem County, New Jersey",0.4110,0.0220
0500000US34035,34035,"Somerset County, New Jersey",0.4544,0.0182
0500000US34037,34037,"Sussex County, New Jersey",0.3823,0.0170
0500000US34039,34039,"Union County, New Jersey",0.4806,0.0131
0500000US34041,34041,"Warren County, New Jersey",0.3638,0.0160
